No Baru;RTH;Nama Jenis;Spesies;Jumlah Individu;Latitude;Longitude;IUCN;Keterangan Luas;Image
1;Makam Bonoloyo;Bondol Jawa;Lonchura leucogastroides;11;-7,5376;-110,8249969;Least Concern;Besar;23. bondol jawa.jpg
1;Makam Bonoloyo;Bondol Peking;Lonchura punctulata;18;-7,5376;-110,8249969;Least Concern;Besar;22. bondol peking.jpg
1;Makam Bonoloyo;Burung-gereja Erasia;Passer montanus;12;-7,5376;-110,8249969;Least Concern;Besar;32. gereja erasia.jpg
1;Makam Bonoloyo;Cabai Jawa;Dicaeum trochileum;6;-7,5376;-110,8249969;Least Concern;Besar;21. cabai jawa jantan.jpg
1;Makam Bonoloyo;Cinenen Jawa;Orthotomus sepium;1;-7,5376;-110,8249969;Least Concern;Besar;
1;Makam Bonoloyo;Cipoh Kacat;Aegithina tiphia;1;-7,5376;-110,8249969;Least Concern;Besar;Cipoh kacat_Aegithina tiphia.jpg
1;Makam Bonoloyo;Cucak Kutilang;Pycnonotus aurigaster;12;-7,5376;-110,8249969;Least Concern;Besar;34. cucak kutilang.jpg
1;Makam Bonoloyo;Gemak Loreng;Turnix suscitator;2;-7,5376;-110,8249969;Least Concern;Besar;40. gemak loreng.jpg
1;Makam Bonoloyo;Burung-madu Sriganti;Nectarinia jugularis;8;-7,5376;-110,8249969;Least Concern;Besar;30. sriganti jantan.jpg
1;Makam Bonoloyo;Walet Linci;Collocalia linchi;13;-7,5376;-110,8249969;Least Concern;Besar;
1;Makam Bonoloyo;Merbah Cerucuk;Pycnonotus goiavier;8;-7,5376;-110,8249969;Least Concern;Besar;46 . merbah cerucuk.jpg
1;Makam Bonoloyo;Perkutut Jawa;Geopelia striata;5;-7,5376;-110,8249969;Least Concern;Besar;19. perkutut jawa.jpg
1;Makam Bonoloyo;Perenjak Padi;Prinia inornata;1;-7,5376;-110,8249969;Least Concern;Besar;16. perenjak padi.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Bondol Jawa;Lonchura leucogastroides;23;-7,55511;-110,8050003;Least Concern;Besar;23. bondol jawa.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Bondol Peking;Lonchura punctulata;27;-7,55511;-110,8050003;Least Concern;Besar;22. bondol peking.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Burung-gereja Erasia;Passer montanus;38;-7,55511;-110,8050003;Least Concern;Besar;32. gereja erasia.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Cabai Jawa;Dicaeum trochileum;11;-7,55511;-110,8050003;Least Concern;Besar;21. cabai jawa jantan.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Cekakak Jawa;Halcyon cyanoventris;3;-7,55511;-110,8050003;Least Concern;Besar;Cekakak Jawa_Halcyon cyanoventris.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Cekakak Sungai;Todirhamphus chloris;3;-7,55511;-110,8050003;Least Concern;Besar;Cekakak Sungai_Todiramphus chloris.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Cipoh Kacat;Aegithina tiphia;4;-7,55511;-110,8050003;Least Concern;Besar;Cipoh kacat_Aegithina tiphia.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Cucak Kutilang;Pycnonotus aurigaster;40;-7,55511;-110,8050003;Least Concern;Besar;34. cucak kutilang.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Cucak Meranti;Chloropsis cochinchinensis;1;-7,55511;-110,8050003;Endangered;Besar;
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Kekep Babi;Artamus leucorynchus;2;-7,55511;-110,8050003;Least Concern;Besar;Kekep Babi_Artamus leucorynchus.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Burung-madu Sriganti;Nectarinia jugularis;9;-7,55511;-110,8050003;Least Concern;Besar;30. sriganti jantan.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Walet Linci;Collocalia linchi;32;-7,55511;-110,8050003;Least Concern;Besar;
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Madu Kelapa;Anthreptes malacensis;5;-7,55511;-110,8050003;Least Concern;Besar;31. madu kelapa jantan.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Sepah Kecil;Pericrocotus cinnamomeus;8;-7,55511;-110,8050003;Least Concern;Besar;Sepah Kecil_Pericrocotus cinnamomeus.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Perkutut Jawa;Geopelia striata;8;-7,55511;-110,8050003;Least Concern;Besar;19. perkutut jawa.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Pijantung Kecil;Arachnothera longirostra;1;-7,55511;-110,8050003;Least Concern;Besar;
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Kacamata Biasa;Zosterops palpebrosus;4;-7,55511;-110,8050003;Least Concern;Besar;
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Takur Ungkut-ungkut;Megalaima haemacephala;4;-7,55511;-110,8050003;Least Concern;Besar;29. takur ungkut ungkut.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;Tekukur Biasa;Spilopelia chinensis;3;-7,55511;-110,8050003;Least Concern;Besar;18. tekukur biasa.jpg
3;Taman Balekambang dan Taman Pembibitan;Bondol Peking;Lonchura punctulata;6;-7,552470278;-110,8069992;Least Concern;Besar;22. bondol peking.jpg
3;Taman Balekambang dan Taman Pembibitan;Cabai Jawa;Dicaeum trochileum;4;-7,552470278;-110,8069992;Least Concern;Besar;21. cabai jawa jantan.jpg
3;Taman Balekambang dan Taman Pembibitan;Cekakak Jawa;Halcyon cyanoventris;2;-7,552470278;-110,8069992;Least Concern;Besar;Cekakak Jawa_Halcyon cyanoventris.jpg
3;Taman Balekambang dan Taman Pembibitan;Cinenen Jawa;Orthotomus sepium;1;-7,552470278;-110,8069992;Least Concern;Besar;
3;Taman Balekambang dan Taman Pembibitan;Cucak Kutilang;Pycnonotus aurigaster;5;-7,552470278;-110,8069992;Least Concern;Besar;34. cucak kutilang.jpg
3;Taman Balekambang dan Taman Pembibitan;Layang-layang Asia;Hirundo rustica;7;-7,552470278;-110,8069992;Least Concern;Besar;27. layang layang asia.jpg
3;Taman Balekambang dan Taman Pembibitan;Walet Linci;Collocalia linchi;3;-7,552470278;-110,8069992;Least Concern;Besar;
3;Taman Balekambang dan Taman Pembibitan;Merbah Cerucuk;Pycnonotus goiavier;4;-7,552470278;-110,8069992;Least Concern;Besar;42 . merbah cerucuk.jpg
3;Taman Balekambang dan Taman Pembibitan;Kacamata Biasa;Zosterops palpebrosus;2;-7,552470278;-110,8069992;Least Concern;Besar;
4;Taman Bantaran Sungai Pepe (Bagian Utara);Bondol Peking;Lonchura punctulata;2;-7,549330278;-110,8180008;Least Concern;Besar;22. bondol peking.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);Burung-gereja Erasia;Passer montanus;8;-7,549330278;-110,8180008;Least Concern;Besar;32. gereja erasia.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);Cabai Jawa;Dicaeum trochileum;1;-7,549330278;-110,8180008;Least Concern;Besar;21. cabai jawa jantan.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);Cekakak Jawa;Halcyon cyanoventris;1;-7,549330278;-110,8180008;Least Concern;Besar;Cekakak Jawa_Halcyon cyanoventris.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);Cinenen Pisang;Orthotomus sutorius;1;-7,549330278;-110,8180008;Least Concern;Besar;13. cinenen pisang.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);Burung-madu Sriganti;Nectarinia jugularis;2;-7,549330278;-110,8180008;Least Concern;Besar;30. sriganti jantan.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);Kuntul Kecil;Egretta garzetta;1;-7,549330278;-110,8180008;Least Concern;Besar;Kuntul Kecil_Egretta garzetta.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);Walet Linci;Collocalia linchi;12;-7,549330278;-110,8180008;Least Concern;Besar;
4;Taman Bantaran Sungai Pepe (Bagian Utara);Merbah Cerucuk;Pycnonotus goiavier;2;-7,549330278;-110,8180008;Least Concern;Besar;44 . merbah cerucuk.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);Tekukur Biasa;Spilopelia chinensis;1;-7,549330278;-110,8180008;Least Concern;Besar;18. tekukur biasa.jpg
5;Taman Monumen 45 Banjarsari;Bondol Peking;Lonchura punctulata;29;-7,56047;-110,8259964;Least Concern;Besar;22. bondol peking.jpg
5;Taman Monumen 45 Banjarsari;Burung-gereja Erasia;Passer montanus;14;-7,56047;-110,8259964;Least Concern;Besar;32. gereja erasia.jpg
5;Taman Monumen 45 Banjarsari;Cabai Jawa;Dicaeum trochileum;8;-7,56047;-110,8259964;Least Concern;Besar;21. cabai jawa jantan.jpg
5;Taman Monumen 45 Banjarsari;Cucak Kutilang;Pycnonotus aurigaster;19;-7,56047;-110,8259964;Least Concern;Besar;34. cucak kutilang.jpg
5;Taman Monumen 45 Banjarsari;Walet Linci;Collocalia linchi;12;-7,56047;-110,8259964;Least Concern;Besar;
5;Taman Monumen 45 Banjarsari;Merbah Cerucuk;Pycnonotus goiavier;1;-7,56047;-110,8259964;Least Concern;Besar;37 . merbah cerucuk.jpg
5;Taman Monumen 45 Banjarsari;Perkutut Jawa;Geopelia striata;6;-7,56047;-110,8259964;Least Concern;Besar;19. perkutut jawa.jpg
5;Taman Monumen 45 Banjarsari;Takur Ungkut-ungkut;Megalaima haemacephala;1;-7,56047;-110,8259964;Least Concern;Besar;29. takur ungkut ungkut.jpg
5;Taman Monumen 45 Banjarsari;Tekukur Biasa;Spilopelia chinensis;4;-7,56047;-110,8259964;Least Concern;Besar;18. tekukur biasa.jpg
6;Kawasan Taman Jurug;Bondol Jawa;Lonchura leucogastroides;20;-7,56571;-110,861;Least Concern;Besar;23. bondol jawa.jpg
6;Kawasan Taman Jurug;Cabai Jawa;Dicaeum trochileum;2;-7,56571;-110,861;Least Concern;Besar;21. cabai jawa jantan.jpg
6;Kawasan Taman Jurug;Cekakak Sungai;Todirhamphus chloris;3;-7,56571;-110,861;Least Concern;Besar;Cekakak Sungai_Todiramphus chloris.jpg
6;Kawasan Taman Jurug;Cinenen Jawa;Orthotomus sepium;1;-7,56571;-110,861;Least Concern;Besar;
6;Kawasan Taman Jurug;Cipoh Kacat;Aegithina tiphia;2;-7,56571;-110,861;Least Concern;Besar;Cipoh kacat_Aegithina tiphia.jpg
6;Kawasan Taman Jurug;Cucak Kutilang;Pycnonotus aurigaster;6;-7,56571;-110,861;Least Concern;Besar;34. cucak kutilang.jpg
6;Kawasan Taman Jurug;Burung-madu Sriganti;Nectarinia jugularis;3;-7,56571;-110,861;Least Concern;Besar;30. sriganti jantan.jpg
6;Kawasan Taman Jurug;Walet Linci;Collocalia linchi;13;-7,56571;-110,861;Least Concern;Besar;
6;Kawasan Taman Jurug;Perkutut Jawa;Geopelia striata;8;-7,56571;-110,861;Least Concern;Besar;19. perkutut jawa.jpg
7;Kompleks UNS;Bondol Jawa;Lonchura leucogastroides;6;-7,55831;-110,8570022;Least Concern;Besar;23. bondol jawa.jpg
7;Kompleks UNS;Bondol Peking;Lonchura punctulata;12;-7,55831;-110,8570022;Least Concern;Besar;22. bondol peking.jpg
7;Kompleks UNS;Burung-gereja Erasia;Passer montanus;18;-7,55831;-110,8570022;Least Concern;Besar;32. gereja erasia.jpg
7;Kompleks UNS;Cabai Jawa;Dicaeum trochileum;11;-7,55831;-110,8570022;Least Concern;Besar;21. cabai jawa jantan.jpg
7;Kompleks UNS;Raja-udang Meninting;Alcedo meninting;1;-7,55831;-110,8570022;Least Concern;Besar;Raja-udang Meninting_Alcedo meninting.jpg
7;Kompleks UNS;Cekakak Sungai;Todirhamphus chloris;1;-7,55831;-110,8570022;Least Concern;Besar;Cekakak Sungai_Todiramphus chloris.jpg
7;Kompleks UNS;Cinenen Pisang;Orthotomus sutorius;6;-7,55831;-110,8570022;Least Concern;Besar;13. cinenen pisang.jpg
7;Kompleks UNS;Cipoh Kacat;Aegithina tiphia;4;-7,55831;-110,8570022;Least Concern;Besar;Cipoh kacat_Aegithina tiphia.jpg
7;Kompleks UNS;Cucak Kutilang;Pycnonotus aurigaster;27;-7,55831;-110,8570022;Least Concern;Besar;34. cucak kutilang.jpg
7;Kompleks UNS;Kerak Kerbau;Acridotheres javanicus;1;-7,55831;-110,8570022;Vulnerable;Besar;39. kerak kerbau.jpg
7;Kompleks UNS;Burung-madu Sriganti;Nectarinia jugularis;8;-7,55831;-110,8570022;Least Concern;Besar;30. sriganti jantan.jpg
7;Kompleks UNS;Walet Linci;Collocalia linchi;18;-7,55831;-110,8570022;Least Concern;Besar;
7;Kompleks UNS;Madu Kelapa;Anthreptes malacensis;2;-7,55831;-110,8570022;Least Concern;Besar;31. madu kelapa jantan.jpg
7;Kompleks UNS;Merbah Cerucuk;Pycnonotus goiavier;4;-7,55831;-110,8570022;Least Concern;Besar;39 . merbah cerucuk.jpg
7;Kompleks UNS;Perkutut Jawa;Geopelia striata;8;-7,55831;-110,8570022;Least Concern;Besar;19. perkutut jawa.jpg
7;Kompleks UNS;Takur Ungkut-ungkut;Megalaima haemacephala;1;-7,55831;-110,8570022;Least Concern;Besar;29. takur ungkut ungkut.jpg
7;Kompleks UNS;Tekukur Biasa;Spilopelia chinensis;2;-7,55831;-110,8570022;Least Concern;Besar;18. tekukur biasa.jpg
8;Taman Sekartaji;Bondol Peking;Lonchura punctulata;12;-7,55485;-110,8440017;Least Concern;Besar;22. bondol peking.jpg
8;Taman Tirtonadi;Bondol Peking;Lonchura punctulata;4;-7,55485;-110,8440017;Least Concern;Besar;22. bondol peking.jpg
8;Taman Sekartaji;Burung-gereja Erasia;Passer montanus;8;-7,55485;-110,8440017;Least Concern;Besar;32. gereja erasia.jpg
8;Taman Tirtonadi;Burung-gereja Erasia;Passer montanus;2;-7,55485;-110,8440017;Least Concern;Besar;32. gereja erasia.jpg
8;Taman Tirtonadi;Cabai Jawa;Dicaeum trochileum;1;-7,55485;-110,8440017;Least Concern;Besar;21. cabai jawa jantan.jpg
8;Taman Sekartaji;Cekakak Sungai;Todirhamphus chloris;2;-7,55485;-110,8440017;Least Concern;Besar;Cekakak Sungai_Todiramphus chloris.jpg
8;Taman Sekartaji;Cucak Kutilang;Pycnonotus aurigaster;6;-7,55485;-110,8440017;Least Concern;Besar;34. cucak kutilang.jpg
8;Taman Tirtonadi;Cucak Kutilang;Pycnonotus aurigaster;2;-7,55485;-110,8440017;Least Concern;Besar;34. cucak kutilang.jpg
8;Taman Sekartaji;Burung-madu Sriganti;Nectarinia jugularis;5;-7,55485;-110,8440017;Least Concern;Besar;30. sriganti jantan.jpg
8;Taman Sekartaji;Walet Linci;Collocalia linchi;9;-7,55485;-110,8440017;Least Concern;Besar;
8;Taman Tirtonadi;Walet Linci;Collocalia linchi;9;-7,55485;-110,8440017;Least Concern;Besar;
8;Taman Sekartaji;Merbah Cerucuk;Pycnonotus goiavier;4;-7,55485;-110,8440017;Least Concern;Besar;41 . merbah cerucuk.jpg
8;Taman Sekartaji;Perkutut Jawa;Geopelia striata;2;-7,55485;-110,8440017;Least Concern;Besar;19. perkutut jawa.jpg
9;Jalan Urip Sumoharjo;Bondol Jawa;Lonchura leucogastroides;4;-7,56359;-110,8349992;Least Concern;Besar;23. bondol jawa.jpg
9;Jalan Urip Sumoharjo;Bondol Peking;Lonchura punctulata;3;-7,56359;-110,8349992;Least Concern;Besar;22. bondol peking.jpg
9;Jalan Urip Sumoharjo;Burung-gereja Erasia;Passer montanus;6;-7,56359;-110,8349992;Least Concern;Besar;32. gereja erasia.jpg
9;Jalan Urip Sumoharjo;Cabai Jawa;Dicaeum trochileum;1;-7,56359;-110,8349992;Least Concern;Besar;21. cabai jawa jantan.jpg
9;Jalan Urip Sumoharjo;Walet Linci;Collocalia linchi;8;-7,56359;-110,8349992;Least Concern;Besar;
10;Urban Forest Pucangsawit;Bondol Jawa;Lonchura leucogastroides;10;-7,57206;-110,8489989;Least Concern;Besar;23. bondol jawa.jpg
10;Urban Forest Pucangsawit;Cabai Jawa;Dicaeum trochileum;2;-7,57206;-110,8489989;Least Concern;Besar;21. cabai jawa jantan.jpg
10;Urban Forest Pucangsawit;Cekakak Sungai;Todirhamphus chloris;2;-7,57206;-110,8489989;Least Concern;Besar;Cekakak Sungai_Todiramphus chloris.jpg
10;Urban Forest Pucangsawit;Cucak Kutilang;Pycnonotus aurigaster;3;-7,57206;-110,8489989;Least Concern;Besar;34. cucak kutilang.jpg
10;Urban Forest Pucangsawit;Burung-madu Sriganti;Nectarinia jugularis;1;-7,57206;-110,8489989;Least Concern;Besar;30. sriganti jantan.jpg
10;Urban Forest Pucangsawit;Walet Linci;Collocalia linchi;28;-7,57206;-110,8489989;Least Concern;Besar;
10;Urban Forest Pucangsawit;Merbah Cerucuk;Pycnonotus goiavier;4;-7,57206;-110,8489989;Least Concern;Besar;35 . merbah cerucuk.jpg
11;Jalan Samratulangi;Cucak Kutilang;Pycnonotus aurigaster;3;-7,5604667;110,8008388;Least Concern;Besar;34. cucak kutilang.jpg
11;Jalan Samratulangi;Walet Linci;Collocalia linchi;3;-7,5604667;110,8008388;Least Concern;Besar;
11;Jalan Samratulangi;Cabai Jawa;Dicaeum trochileum;3;-7,5604667;110,8008388;Least Concern;Besar;21. cabai jawa jantan.jpg
11;Jalan Samratulangi;Burung-gereja Erasia;Passer montanus;8;-7,5604667;110,8008388;Least Concern;Besar;32. gereja erasia.jpg
11;Jalan Samratulangi;Cinenen Pisang;Orthotomus sutorius;1;-7,5604667;110,8008388;Least Concern;Besar;13. cinenen pisang.jpg
11;Jalan Samratulangi;Tekukur Biasa;Spilopelia chinensis;1;-7,5604667;110,8008388;Least Concern;Besar;18. tekukur biasa.jpg
11;Jalan Samratulangi;Layang-layang Asia;Hirundo rustica;9;-7,5604667;110,8008388;Least Concern;Besar;27. layang layang asia.jpg
11;Jalan Samratulangi;Burung-madu Kelapa;Anthreptes malacensis;1;-7,5604667;110,8008388;Least Concern;Besar;31. madu kelapa jantan.jpg
11;Jalan Samratulangi;Bondol Jawa;Lonchura leucogastroides;4;-7,5604667;110,8008388;Least Concern;Besar;23. bondol jawa.jpg
11;Jalan Samratulangi;Bondol Peking;Lonchura punctulata;5;-7,5604667;110,8008388;Least Concern;Besar;22. bondol peking.jpg
12;Kompleks PPG PGSD PGPaud UNS;Cabai Jawa;Dicaeum trochileum;3;-7,561826732;110,7898623;Least Concern;Besar;21. cabai jawa jantan.jpg
12;Kompleks PPG PGSD PGPaud UNS;Cinenen Pisang;Orthotomus sutorius;1;-7,561826732;110,7898623;Least Concern;Besar;13. cinenen pisang.jpg
12;Kompleks PPG PGSD PGPaud UNS;Cinenen Jawa;Orthotomus sepium;1;-7,561826732;110,7898623;Least Concern;Besar;
12;Kompleks PPG PGSD PGPaud UNS;Tekukur Biasa;Spilopelia chinensis;4;-7,561826732;110,7898623;Least Concern;Besar;18. tekukur biasa.jpg
12;Kompleks PPG PGSD PGPaud UNS;Perkutut Jawa;Geopelia striata;2;-7,561826732;110,7898623;Least Concern;Besar;19. perkutut jawa.jpg
12;Kompleks PPG PGSD PGPaud UNS;Kerak Kerbau;Acridotheres javanicus;1;-7,561826732;110,7898623;Vulnerable;Besar;39. kerak kerbau.jpg
12;Kompleks PPG PGSD PGPaud UNS;Caladi ulam;Dendrocopos macei;1;-7,561826732;110,7898623;Least Concern;Besar;
12;Kompleks PPG PGSD PGPaud UNS;Bondol Jawa;Lonchura leucogastroides;6;-7,561826732;110,7898623;Least Concern;Besar;23. bondol jawa.jpg
12;Kompleks PPG PGSD PGPaud UNS;Bondol Peking;Lonchura punctulata;5;-7,561826732;110,7898623;Least Concern;Besar;22. bondol peking.jpg
12;Kompleks PPG PGSD PGPaud UNS;Layang-layang Asia;Hirundo rustica;7;-7,561826732;110,7898623;Least Concern;Besar;27. layang layang asia.jpg
12;Kompleks PPG PGSD PGPaud UNS;Walet Linci;Collocalia linchi;5;-7,561826732;110,7898623;Least Concern;Besar;
12;Kompleks PPG PGSD PGPaud UNS;Takur Ungkut-ungkut;Megalaima haemacephala;2;-7,561826732;110,7898623;Least Concern;Besar;29. takur ungkut ungkut.jpg
12;Kompleks PPG PGSD PGPaud UNS;Burung-madu Kelapa;Anthreptes malacensis;1;-7,561826732;110,7898623;Least Concern;Besar;31. madu kelapa jantan.jpg
12;Kompleks PPG PGSD PGPaud UNS;Cucak Kutilang;Pycnonotus aurigaster;6;-7,561826732;110,7898623;Least Concern;Besar;34. cucak kutilang.jpg
12;Kompleks PPG PGSD PGPaud UNS;Burung-gereja Erasia;Passer montanus;11;-7,561826732;110,7898623;Least Concern;Besar;32. gereja erasia.jpg
13;Lapangan Kartopuran;Bondol Jawa;Lonchura leucogastroides;4;-7,572377062;110,8118146;Least Concern;Besar;23. bondol jawa.jpg
13;Lapangan Kartopuran;Burung-gereja Erasia;Passer montanus;6;-7,572377062;110,8118146;Least Concern;Besar;32. gereja erasia.jpg
13;Lapangan Kartopuran;Burung-madu Sriganti;Cinnyris jugularis;1;-7,572377062;110,8118146;Least Concern;Besar;30. sriganti jantan.jpg
13;Lapangan Kartopuran;Cabai Jawa;Dicaeum trochileum;4;-7,572377062;110,8118146;Least Concern;Besar;21. cabai jawa jantan.jpg
13;Lapangan Kartopuran;Cekakak sungai;Todiramphus chloris;1;-7,572377062;110,8118146;Least Concern;Besar;Cekakak Sungai_Todiramphus chloris.jpg
13;Lapangan Kartopuran;Cinenen Pisang;Orthotomus sutorius;3;-7,572377062;110,8118146;Least Concern;Besar;13. cinenen pisang.jpg
13;Lapangan Kartopuran;Cipoh Kacat;Aegithina tiphia;2;-7,572377062;110,8118146;Least Concern;Besar;Cipoh kacat_Aegithina tiphia.jpg
13;Lapangan Kartopuran;Cucak Kutilang;Pycnonotus aurigaster;6;-7,572377062;110,8118146;Least Concern;Besar;34. cucak kutilang.jpg
