No baru;RTH;PCQ;Nama Jenis;Spesies;Tinggi Pohon (m);Keliling (cm);Diameter (cm);Jarak ke Pohon (m);Panjang Coverage (m);Lebar Coverage (m);Latitude;Longitude;IUCN;Keterangan Luas;Image
39;Makam Astonoloyo;47,1;Beringin;Ficus benjamina;6,3;184;58,56901906;7;5,7;5,5;7,53834;110,834037;Least Concern;Kecil;25_ F. benjamina.jpg
39;Makam Astonoloyo;47,1;Sengon;Paraserianthes falcataria;10,8;82;26,10141067;19,9;8,7;6,6;7,53834;110,834037;Least Concern;Kecil;41_Paraserianthes falcataria.jpg
39;Makam Astonoloyo;47,2;Flamboyan;Delonix regia;11,9;112;35,65070725;17;8,6;6,3;7,538421;110,834216;Least Concern;Kecil;Flamboyan_Delonix regia.jpg
39;Makam Astonoloyo;47,2;Kamboja;Plumeria alba;6,4;48;15,27887454;5,8;5,4;3,2;7,538421;110,834216;Least Concern;Kecil;Kamboja Putih_Plumeria alba.jpg
39;Makam Astonoloyo;47,2;Beringin;Ficus benjamina;10,2;182;57,93239929;9,3;11,2;10,3;7,538421;110,834216;Least Concern;Kecil;25_ F. benjamina.jpg
39;Makam Astonoloyo;47,2;Kamboja;Plumeria alba;6;42;13,36901522;1;3,1;2,5;7,538421;110,834216;Least Concern;Kecil;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,1;Jati;Tectona grandis;14,4;98;31,19436885;4,3;7,2;6,2;7,536573;110,824505;Not Evaluated;Besar;51_T grandis.jpg
1;Makam Bonoloyo;48,1;Kamboja;Plumeria alba;8,5;82;26,10141067;5,2;5,1;4,3;7,536573;110,824505;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,1;Jati;Tectona grandis;13,2;86;27,37465021;4;8,2;7;7,536573;110,824505;Not Evaluated;Besar;51_T grandis.jpg
1;Makam Bonoloyo;48,1;Jati;Tectona grandis;13,1;104;33,10422816;7,1;6,4;5,7;7,536573;110,824505;Not Evaluated;Besar;51_T grandis.jpg
1;Makam Bonoloyo;48,2;Kayu Jaran;Lannea coromandelica;9,2;109;34,69577759;7,4;6,1;5,2;7,536867;110,82563;Least Concern;Besar;40_Lannea coromandelica.jpg
1;Makam Bonoloyo;48,2;Kamboja;Plumeria alba;5,4;65;20,6901426;6,5;5,4;4,8;7,536867;110,82563;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,2;Kamboja;Plumeria alba;6,5;53;16,87042397;2,5;4,6;4,4;7,536867;110,82563;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,2;Kamboja;Plumeria alba;7,1;58;18,4619734;13,5;4,8;4,6;7,536867;110,82563;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,3;Angsana;Pterocarpus indicus;15,8;102;32,46760839;12,9;8,2;8;7,537152;110,826043;Endangered;Besar;28_Pterocarpus indicus.jpg
1;Makam Bonoloyo;48,3;Kamboja;Plumeria alba;6,2;68;21,64507226;3,8;6,7;5,8;7,537152;110,826043;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,3;Duwet;Syzygium cumini;9,6;224;71,30141451;12,4;13,9;11,4;7,537152;110,826043;Least Concern;Besar;42_ S cumini.jpg
1;Makam Bonoloyo;48,3;Kamboja;Plumeria alba;6,8;57;18,14366351;5,8;5,3;3,8;7,537152;110,826043;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,4;Jati;Tectona grandis;12,1;112;35,65070725;14,2;8,3;7,6;7,537753;110,826593;Not Evaluated;Besar;51_T grandis.jpg
1;Makam Bonoloyo;48,4;Glodokan Tiang;Polyalthia longifolia;6,2;123;39,152116;7,5;9,6;8,8;7,537753;110,826593;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
1;Makam Bonoloyo;48,4;Bungur;Lagerstroemiaspeciosa;12,2;139;44,24507418;18,1;10,2;8,3;7,537753;110,826593;Not Evaluated;Besar;31_Lagerstroemis speciosa.jpg
1;Makam Bonoloyo;48,4;Kamboja;Plumeria alba;5,8;66;21,00845249;3,3;5,5;4,2;7,537753;110,826593;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,5;Waru;Hibiscus tiliaceus;8,2;92;29,28450953;10;7,3;6,5;7,53952;110,825067;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
1;Makam Bonoloyo;48,5;Waru;Hibiscus tiliaceus;7,5;84;26,73803044;4,6;5,2;4,3;7,53952;110,825067;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
1;Makam Bonoloyo;48,5;Waru;Hibiscus tiliaceus;6,3;81;25,78310078;2,1;6,8;5,4;7,53952;110,825067;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
1;Makam Bonoloyo;48,5;Waru;Hibiscus tiliaceus;6;72;22,91831181;9,7;5,1;4,9;7,53952;110,825067;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
1;Makam Bonoloyo;48,6;Kamboja;Plumeria alba;2,4;51;16,2338042;9;4,1;3,6;7,538282;110,825923;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,6;Beringin;Ficus benjamina;8,6;92;29,28450953;6,2;5,6;4,8;7,538282;110,825923;Least Concern;Besar;25_ F. benjamina.jpg
1;Makam Bonoloyo;48,6;Mangga;Mangifera indica;9,3;131;41,69859509;33,5;10,5;8,6;7,538282;110,825923;Data Deficient;Besar;
1;Makam Bonoloyo;48,6;Waru;Hibiscus tiliaceus;7,4;106;33,74084794;15,5;8,4;7,3;7,538282;110,825923;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
1;Makam Bonoloyo;48,7;Bungur;Lagerstroemiaspeciosa;9,7;128;40,74366543;10,8;12,3;11;7,538625;110,824252;Not Evaluated;Besar;31_Lagerstroemis speciosa.jpg
1;Makam Bonoloyo;48,7;Beringin;Ficus benjamina;10,2;283;90,08169779;8,3;14,6;13,2;7,538625;110,824252;Least Concern;Besar;25_ F. benjamina.jpg
1;Makam Bonoloyo;48,7;Kamboja;Plumeria alba;4,3;62;19,73521294;18,7;4,3;3;7,538625;110,824252;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,7;Bungur;Lagerstroemiaspeciosa;13,3;136;43,29014452;9,3;11,2;8,7;7,538625;110,824252;Not Evaluated;Besar;31_Lagerstroemis speciosa.jpg
1;Makam Bonoloyo;48,8;Trembesi;Samanea saman;14,2;326;103,7690229;7,3;21,5;11,4;7,539058;110,824208;Least Concern;Besar;31_S saman.jpg
1;Makam Bonoloyo;48,8;Duwet;Syzygium cumini;11,8;214;68,11831564;14,6;11,8;9,6;7,539058;110,824208;Least Concern;Besar;42_ S cumini.jpg
1;Makam Bonoloyo;48,8;Kamboja;Plumeria alba;8,2;71;22,60000192;11;4,5;3,2;7,539058;110,824208;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,8;Trembesi;Samanea saman;15,7;318;101,2225438;20,4;19,4;16,7;7,539058;110,824208;Least Concern;Besar;31_S saman.jpg
1;Makam Bonoloyo;48,9;Trembesi;Samanea saman;16,3;378;120,321137;18,6;19,7;17,4;7,539753;110,82374;Least Concern;Besar;31_S saman.jpg
1;Makam Bonoloyo;48,9;Kamboja;Plumeria alba;6,3;63;20,05352283;16,4;6,3;5,5;7,539753;110,82374;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,9;Trembesi;Samanea saman;15,6;365;116,1831085;7,4;22,4;19,2;7,539753;110,82374;Least Concern;Besar;31_S saman.jpg
1;Makam Bonoloyo;48,9;Bungur;Lagerstroemiaspeciosa;9,6;110;35,01408748;20,1;9,3;7,2;7,539753;110,82374;Not Evaluated;Besar;31_Lagerstroemis speciosa.jpg
1;Makam Bonoloyo;48,1;Johar;Senna siamea;7,3;92;29,28450953;4,3;9,4;6,5;7,536588;110,82701;Least Concern;Besar;41_johar.jpg
1;Makam Bonoloyo;48,1;Kamboja;Plumeria alba;8,2;72;22,91831181;3,9;8,5;5,1;7,536588;110,82701;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,1;Jati;Tectona grandis;13,1;102;32,46760839;4,1;8,8;7,6;7,536588;110,82701;Not Evaluated;Besar;51_T grandis.jpg
1;Makam Bonoloyo;48,1;Kamboja;Plumeria alba;7,5;58;18,4619734;11,2;5,7;4,7;7,536588;110,82701;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
40;Taman Cerdas Mojosongo;49,1;Mahoni;Swietenia mahagoni;9,7;193;61,43380803;23,2;4,7;4,6;7,537155;110,837462;Near Threatened;Kecil;40_ S mahagoni.jpg
40;Taman Cerdas Mojosongo;49,1;Mangga;Mangifera indica;8,3;152;48,3831027;6;6,2;5,7;7,537155;110,837462;Data Deficient;Kecil;
40;Taman Cerdas Mojosongo;49,1;Jambu Air;Syzygium aqueum;5,3;72;22,91831181;4,7;5;3,5;7,537155;110,837462;Not Evaluated;Kecil;41.1_Sizygium aqueum.jpg
40;Taman Cerdas Mojosongo;49,1;Tabebuya Kuning;Handroanthus chrysotrichus;8;94;29,9211293;5,6;7,2;4,3;7,537155;110,837462;Not Evaluated;Kecil;31_Handroanthus chrysotrichus.jpg
40;Taman Cerdas Mojosongo;49,2;Mangga;Mangifera indica;8,2;123;39,152116;3,2;7;5,2;7,536938;110,837488;Data Deficient;Kecil;
40;Taman Cerdas Mojosongo;49,2;Belimbing;Averrhoa carambola;6,1;72;22,91831181;4,5;3,2;2,5;7,536938;110,837488;Not Evaluated;Kecil;
40;Taman Cerdas Mojosongo;49,2;Angsana;Pterocarpus indicus;9,4;134;42,65352475;8,1;8,2;7,6;7,536938;110,837488;Endangered;Kecil;28_Pterocarpus indicus.jpg
40;Taman Cerdas Mojosongo;49,2;Mangga;Mangifera indica;8,7;108;34,37746771;4,1;4,2;7,3;7,536938;110,837488;Data Deficient;Kecil;
23;Taman Jaya Wijaya;50,1;Ketapang Kencana;Terminalia mantaly;10,4;97;30,87605896;6,2;6,3;7;7,537362;110,842417;Least Concern;Sedang;41_T.mantaly.jpg
23;Taman Jaya Wijaya;50,1;Kecrutan;Spathodea campanulata;11,2;118;37,56056657;4,6;4,5;6,6;7,537362;110,842417;Least Concern;Sedang;Kecrutan_Spathodea campanulata.jpg
23;Taman Jaya Wijaya;50,1;Pule;Alstonia scholaris;10,8;192;61,11549815;15,5;5,2;6,4;7,537362;110,842417;Least Concern;Sedang;31_Alstonia scholaris.jpg
23;Taman Jaya Wijaya;50,1;Jati;Tectona grandis;8,4;118;37,56056657;14,5;8;7,8;7,537362;110,842417;Not Evaluated;Sedang;51_T grandis.jpg
23;Taman Jaya Wijaya;50,2;Pule;Alstonia scholaris;8,5;81;25,78310078;10,5;4,2;4;7,537272;110,842105;Least Concern;Sedang;31_Alstonia scholaris.jpg
23;Taman Jaya Wijaya;50,2;Tabebuya Ungu;Tabebuia rosea;6,9;62;19,73521294;6,4;5,2;4,3;7,537272;110,842105;Least Concern;Sedang;
23;Taman Jaya Wijaya;50,2;Kelengkeng;Dimocarpus longan;8,2;79;25,14648101;7,5;7,2;6,4;7,537272;110,842105;Near Threatened;Sedang;25_Dimocarpus longan.jpg
23;Taman Jaya Wijaya;50,2;Ketapang ;Terminalia catappa;8,4;57;18,14366351;2,3;7,1;6,7;7,537272;110,842105;Least Concern;Sedang;Ketapang_Terminalia catappa.jpg
23;Taman Jaya Wijaya;50,3;Talok;Muntingia calabura;6,5;73;23,23662169;6;8,2;8;7,53697;110,842655;Not Evaluated;Sedang;40_Muntingia calabura.jpg
23;Taman Jaya Wijaya;50,3;Angsana;Pterocarpus indicus;9,6;173;55,06761031;3,1;8,9;7,2;7,53697;110,842655;Endangered;Sedang;28_Pterocarpus indicus.jpg
23;Taman Jaya Wijaya;50,3;Angsana;Pterocarpus indicus;10,2;208;66,20845633;8,6;9,4;8,3;7,53697;110,842655;Endangered;Sedang;28_Pterocarpus indicus.jpg
23;Taman Jaya Wijaya;50,3;Pule;Alstonia scholaris;10;139;44,24507418;3,6;6,2;4,1;7,53697;110,842655;Least Concern;Sedang;31_Alstonia scholaris.jpg
32;Kadipiro;51,1;Kapuk Randu;Ceiba pentandra;12,3;112;35,65070725;3,1;9,4;6,2;7,530868;110,815498;Least Concern;Kecil;Kapuk randu_Ceiba pentandra.jpg
32;Kadipiro;51,1;Jati;Tectona grandis;14,2;89;28,32957987;8,5;8,3;7,7;7,530868;110,815498;Not Evaluated;Kecil;51_T grandis.jpg
32;Kadipiro;51,1;Sengon;Paraserianthes falcataria;11,8;92;29,28450953;15,3;5,9;5,2;7,530868;110,815498;Least Concern;Kecil;41_Paraserianthes falcataria.jpg
32;Kadipiro;51,1;Lamtoro;Leucaena leucocephala;10,3;91;28,96619964;15,6;7,4;4,2;7,530868;110,815498;Not Evaluated;Kecil;Lamtoro_Leucaena leucocephala.jpg
32;Kadipiro;51,2;Jati;Tectona grandis;10,6;90;28,64788976;4,6;6,1;5,2;7,530538;110,8155;Not Evaluated;Kecil;51_T grandis.jpg
32;Kadipiro;51,2;Trembesi;Samanea saman;12,9;112;35,65070725;2,1;9,2;8,8;7,530538;110,8155;Least Concern;Kecil;31_S saman.jpg
32;Kadipiro;51,2;Jati;Tectona grandis;11,2;98;31,19436885;4,7;7,6;5,6;7,530538;110,8155;Not Evaluated;Kecil;51_T grandis.jpg
32;Kadipiro;51,2;Jati;Tectona grandis;8,6;81;25,78310078;6,1;6,5;6,1;7,530538;110,8155;Not Evaluated;Kecil;51_T grandis.jpg
